Date,Close
1990-03-01 00:00:00+01:00,1832.0
1990-03-02 00:00:00+01:00,1860.0
1990-03-05 00:00:00+01:00,1874.0
1990-03-06 00:00:00+01:00,1872.0
1990-03-07 00:00:00+01:00,1880.0
1990-03-08 00:00:00+01:00,1917.0
1990-03-09 00:00:00+01:00,1921.0
1990-03-12 00:00:00+01:00,1912.0
1990-03-13 00:00:00+01:00,1924.0
1990-03-14 00:00:00+01:00,1946.0
1990-03-15 00:00:00+01:00,1964.0
1990-03-16 00:00:00+01:00,1958.0
1990-03-19 00:00:00+01:00,1936.0
1990-03-20 00:00:00+01:00,1925.0
1990-03-21 00:00:00+01:00,1938.0
1990-03-22 00:00:00+01:00,1914.0
1990-03-23 00:00:00+01:00,1937.0
1990-03-26 00:00:00+02:00,1964.0
1990-03-27 00:00:00+02:00,1946.0
1990-03-28 00:00:00+02:00,1939.0
1990-03-29 00:00:00+02:00,1947.0
1990-03-30 00:00:00+02:00,1972.0
1990-04-02 00:00:00+02:00,1947.0
1990-04-03 00:00:00+02:00,1985.0
1990-04-04 00:00:00+02:00,2001.0
1990-04-05 00:00:00+02:00,2028.0
1990-04-06 00:00:00+02:00,2070.0
1990-04-09 00:00:00+02:00,2083.0
1990-04-10 00:00:00+02:00,2075.0
1990-04-11 00:00:00+02:00,2103.0
1990-04-12 00:00:00+02:00,2117.0
1990-04-17 00:00:00+02:00,2126.0
1990-04-18 00:00:00+02:00,2098.0
1990-04-19 00:00:00+02:00,2097.0
1990-04-20 00:00:00+02:00,2129.0
1990-04-23 00:00:00+02:00,2090.0
1990-04-24 00:00:00+02:00,2101.0
1990-04-25 00:00:00+02:00,2092.0
1990-04-26 00:00:00+02:00,2072.0
1990-04-27 00:00:00+02:00,2066.0
1990-04-30 00:00:00+02:00,2046.0
1990-05-02 00:00:00+02:00,2066.0
1990-05-03 00:00:00+02:00,2099.0
1990-05-04 00:00:00+02:00,2099.0
1990-05-07 00:00:00+02:00,2120.0
1990-05-09 00:00:00+02:00,2103.0
1990-05-10 00:00:00+02:00,2104.0
1990-05-11 00:00:00+02:00,2092.0
1990-05-14 00:00:00+02:00,2090.0
1990-05-15 00:00:00+02:00,2070.0
1990-05-16 00:00:00+02:00,2071.0
1990-05-17 00:00:00+02:00,2104.0
1990-05-18 00:00:00+02:00,2100.0
1990-05-21 00:00:00+02:00,2092.0
1990-05-22 00:00:00+02:00,2115.0
1990-05-23 00:00:00+02:00,2123.0
1990-05-25 00:00:00+02:00,2112.0
1990-05-28 00:00:00+02:00,2114.0
1990-05-29 00:00:00+02:00,2123.0
1990-05-30 00:00:00+02:00,2121.0
1990-05-31 00:00:00+02:00,2107.0
1990-06-01 00:00:00+02:00,2087.0
1990-06-05 00:00:00+02:00,2069.0
1990-06-06 00:00:00+02:00,2045.0
1990-06-07 00:00:00+02:00,2045.0
1990-06-08 00:00:00+02:00,2021.0
1990-06-11 00:00:00+02:00,2001.0
1990-06-12 00:00:00+02:00,2006.0
1990-06-13 00:00:00+02:00,2026.0
1990-06-14 00:00:00+02:00,2028.0
1990-06-15 00:00:00+02:00,2012.0
1990-06-18 00:00:00+02:00,1988.0
1990-06-19 00:00:00+02:00,2000.0
1990-06-20 00:00:00+02:00,2004.0
1990-06-21 00:00:00+02:00,2008.0
1990-06-22 00:00:00+02:00,2032.0
1990-06-25 00:00:00+02:00,2040.0
1990-06-26 00:00:00+02:00,2053.0
1990-06-27 00:00:00+02:00,2034.0
1990-06-28 00:00:00+02:00,2038.0
1990-06-29 00:00:00+02:00,2035.0
1990-07-02 00:00:00+02:00,2035.0
1990-07-03 00:00:00+02:00,2031.0
1990-07-04 00:00:00+02:00,2032.0
1990-07-05 00:00:00+02:00,2000.0
1990-07-06 00:00:00+02:00,2002.0
1990-07-09 00:00:00+02:00,2002.0
1990-07-10 00:00:00+02:00,1963.0
1990-07-11 00:00:00+02:00,1970.0
1990-07-12 00:00:00+02:00,1975.0
1990-07-13 00:00:00+02:00,1998.0
1990-07-16 00:00:00+02:00,2015.0
1990-07-17 00:00:00+02:00,2019.0
1990-07-18 00:00:00+02:00,2029.0
1990-07-19 00:00:00+02:00,2023.0
1990-07-20 00:00:00+02:00,2031.0
1990-07-23 00:00:00+02:00,1990.0
1990-07-24 00:00:00+02:00,1995.0
1990-07-25 00:00:00+02:00,1998.0
1990-07-26 00:00:00+02:00,1984.0
1990-07-27 00:00:00+02:00,1965.0
1990-07-30 00:00:00+02:00,1955.0
1990-07-31 00:00:00+02:00,1965.0
1990-08-01 00:00:00+02:00,1960.0
1990-08-02 00:00:00+02:00,1916.0
1990-08-03 00:00:00+02:00,1869.0
1990-08-06 00:00:00+02:00,1774.0
1990-08-07 00:00:00+02:00,1812.0
1990-08-08 00:00:00+02:00,1757.0
1990-08-09 00:00:00+02:00,1780.0
1990-08-10 00:00:00+02:00,1778.0
1990-08-13 00:00:00+02:00,1721.0
1990-08-14 00:00:00+02:00,1712.0
1990-08-16 00:00:00+02:00,1723.0
1990-08-17 00:00:00+02:00,1665.0
1990-08-20 00:00:00+02:00,1611.0
1990-08-21 00:00:00+02:00,1546.0
1990-08-22 00:00:00+02:00,1586.0
1990-08-23 00:00:00+02:00,1553.0
1990-08-24 00:00:00+02:00,1617.0
1990-08-27 00:00:00+02:00,1700.0
1990-08-28 00:00:00+02:00,1680.0
1990-08-29 00:00:00+02:00,1698.0
1990-08-30 00:00:00+02:00,1723.0
1990-08-31 00:00:00+02:00,1690.0
1990-09-03 00:00:00+02:00,1644.0
1990-09-04 00:00:00+02:00,1621.0
1990-09-05 00:00:00+02:00,1638.0
1990-09-06 00:00:00+02:00,1609.0
1990-09-07 00:00:00+02:00,1619.0
1990-09-10 00:00:00+02:00,1662.0
1990-09-11 00:00:00+02:00,1654.0
1990-09-12 00:00:00+02:00,1648.0
1990-09-13 00:00:00+02:00,1646.0
1990-09-14 00:00:00+02:00,1615.0
1990-09-17 00:00:00+02:00,1604.0
1990-09-18 00:00:00+02:00,1580.0
1990-09-19 00:00:00+02:00,1570.0
1990-09-20 00:00:00+02:00,1540.0
1990-09-21 00:00:00+02:00,1543.0
1990-09-24 00:00:00+02:00,1503.0
1990-09-25 00:00:00+02:00,1485.0
1990-09-26 00:00:00+02:00,1499.0
1990-09-27 00:00:00+02:00,1524.0
1990-09-28 00:00:00+02:00,1499.0
1990-10-01 00:00:00+01:00,1541.0
1990-10-02 00:00:00+01:00,1573.0
1990-10-03 00:00:00+01:00,1567.0
1990-10-04 00:00:00+01:00,1553.0
1990-10-05 00:00:00+01:00,1552.0
1990-10-08 00:00:00+01:00,1586.0
1990-10-09 00:00:00+01:00,1551.0
1990-10-10 00:00:00+01:00,1540.0
1990-10-11 00:00:00+01:00,1542.0
1990-10-12 00:00:00+01:00,1575.0
1990-10-15 00:00:00+01:00,1599.0
1990-10-16 00:00:00+01:00,1602.0
1990-10-17 00:00:00+01:00,1616.0
1990-10-18 00:00:00+01:00,1647.0
1990-10-19 00:00:00+01:00,1644.0
1990-10-22 00:00:00+01:00,1640.0
1990-10-23 00:00:00+01:00,1676.0
1990-10-24 00:00:00+01:00,1667.0
1990-10-25 00:00:00+01:00,1646.0
1990-10-26 00:00:00+01:00,1618.0
1990-10-29 00:00:00+01:00,1628.0
1990-10-30 00:00:00+01:00,1613.0
1990-10-31 00:00:00+01:00,1645.0
1990-11-02 00:00:00+01:00,1639.0
1990-11-05 00:00:00+01:00,1620.0
1990-11-06 00:00:00+01:00,1613.0
